role,period,window_id,frontier_ruler,frontier_coordinate,gamma,candidate_id,policy_label,exposure,funded_rows,unresolved_funded_rows,unresolved_exposure_share,metric,raw_gap_lower,raw_gap_upper,score_lower,score_upper
policy_development,2013-02,w01_2012m01_m06,normalized_score,0.75,1.0,normalized_score_g100_c075,normalized_score_g100_c075,999999.9999999998,114,0,0.0,default_gap,0.08180418560791546,0.08180418560791546,0.08180418560791546,0.08180418560791546
policy_development,2013-02,w01_2012m01_m06,objective_matched,0.25,0.0,objective_matched_g000_c025,objective_matched_g000_c025,1000000.0,100,0,0.0,default_gap,-0.01157553951520997,-0.01157553951520997,0.0,0.0
policy_development,2013-02,w01_2012m01_m06,objective_matched,0.25,0.25,objective_matched_g025_c025,objective_matched_g025_c025,1000000.0,98,0,0.0,default_gap,-0.011617583459326177,-0.011617583459326177,0.0,0.0
policy_development,2013-02,w01_2012m01_m06,objective_matched,0.25,0.5,objective_matched_g050_c025,objective_matched_g050_c025,1000000.0,97,0,0.0,default_gap,-0.011884979651316595,-0.011884979651316595,0.0,0.0
policy_development,2013-02,w01_2012m01_m06,objective_matched,0.25,0.75,objective_matched_g075_c025,objective_matched_g075_c025,1000000.0,97,0,0.0,default_gap,-0.011884979651316595,-0.011884979651316595,0.0,0.0
policy_development,2013-02,w01_2012m01_m06,objective_matched,0.25,1.0,objective_matched_g100_c025,objective_matched_g100_c025,1000000.0,97,0,0.0,default_gap,-0.011884979651316595,-0.011884979651316595,0.0,0.0
policy_development,2013-02,w01_2012m01_m06,objective_matched,0.5,0.0,objective_matched_g000_c050,objective_matched_g000_c050,1000000.0,106,0,0.0,default_gap,-0.020743527780977454,-0.020743527780977454,0.0,0.0
policy_development,2013-02,w01_2012m01_m06,objective_matched,0.5,0.25,objective_matched_g025_c050,objective_matched_g025_c050,1000000.0,101,0,0.0,default_gap,-0.021082769009857952,-0.021082769009857952,0.0,0.0
policy_development,2013-02,w01_2012m01_m06,objective_matched,0.5,0.5,objective_matched_g050_c050,objective_matched_g050_c050,1000000.0,99,0,0.0,default_gap,-0.02113512431298798,-0.02113512431298798,0.0,0.0
policy_development,2013-02,w01_2012m01_m06,objective_matched,0.5,0.75,objective_matched_g075_c050,objective_matched_g075_c050,1000000.0,98,0,0.0,default_gap,-0.021189489437701575,-0.021189489437701575,0.0,0.0
policy_development,2013-02,w01_2012m01_m06,objective_matched,0.5,1.0,objective_matched_g100_c050,objective_matched_g100_c050,1000000.0,97,0,0.0,default_gap,-0.02134673789178444,-0.02134673789178444,0.0,0.0
policy_development,2013-02,w01_2012m01_m06,objective_matched,0.75,0.0,objective_matched_g000_c075,objective_matched_g000_c075,1000000.0,113,0,0.0,default_gap,-0.010253097341519996,-0.010253097341519996,0.0,0.0
policy_development,2013-02,w01_2012m01_m06,objective_matched,0.75,0.25,objective_matched_g025_c075,objective_matched_g025_c075,1000000.0,103,0,0.0,default_gap,0.025955192797188244,0.025955192797188244,0.025955192797188244,0.025955192797188244
policy_development,2013-02,w01_2012m01_m06,objective_matched,0.75,0.5,objective_matched_g050_c075,objective_matched_g050_c075,1000000.0,104,0,0.0,default_gap,0.06976910199512787,0.06976910199512787,0.06976910199512787,0.06976910199512787
policy_development,2013-02,w01_2012m01_m06,objective_matched,0.75,0.75,objective_matched_g075_c075,objective_matched_g075_c075,1000000.0,103,0,0.0,default_gap,0.08212196832814422,0.08212196832814422,0.08212196832814422,0.08212196832814422
policy_development,2013-02,w01_2012m01_m06,objective_matched,0.75,1.0,objective_matched_g100_c075,objective_matched_g100_c075,1000000.0,102,0,0.0,default_gap,0.08301805393945398,0.08301805393945398,0.08301805393945398,0.08301805393945398
policy_development,2013-02,w02_2012m02_m07,normalized_score,0.25,0.0,normalized_score_g000_c025,normalized_score_g000_c025,1000000.0,107,0,0.0,default_gap,-0.020557665489073486,-0.020557665489073486,0.0,0.0
policy_development,2013-02,w02_2012m02_m07,normalized_score,0.25,0.25,normalized_score_g025_c025,normalized_score_g025_c025,999999.9999999999,103,0,0.0,default_gap,0.07320239574768837,0.07320239574768837,0.07320239574768837,0.07320239574768837
policy_development,2013-02,w02_2012m02_m07,normalized_score,0.25,0.5,normalized_score_g050_c025,normalized_score_g050_c025,1000000.0,104,0,0.0,default_gap,0.10084733547803083,0.10084733547803083,0.10084733547803083,0.10084733547803083
policy_development,2013-02,w02_2012m02_m07,normalized_score,0.25,0.75,normalized_score_g075_c025,normalized_score_g075_c025,1000000.0,104,0,0.0,default_gap,0.09899084169482401,0.09899084169482401,0.09899084169482401,0.09899084169482401
policy_development,2013-02,w02_2012m02_m07,normalized_score,0.25,1.0,normalized_score_g100_c025,normalized_score_g100_c025,1000000.0,104,0,0.0,default_gap,0.09810545190219055,0.09810545190219055,0.09810545190219055,0.09810545190219055
policy_development,2013-02,w02_2012m02_m07,normalized_score,0.5,0.0,normalized_score_g000_c050,normalized_score_g000_c050,1000000.0,118,0,0.0,default_gap,-0.012210567520764264,-0.012210567520764264,0.0,0.0
policy_development,2013-02,w02_2012m02_m07,normalized_score,0.5,0.25,normalized_score_g025_c050,normalized_score_g025_c050,999999.9999999999,114,0,0.0,default_gap,0.0981922836163597,0.0981922836163597,0.0981922836163597,0.0981922836163597
policy_development,2013-02,w02_2012m02_m07,normalized_score,0.5,0.5,normalized_score_g050_c050,normalized_score_g050_c050,1000000.0,114,0,0.0,default_gap,0.12228869571181328,0.12228869571181328,0.12228869571181328,0.12228869571181328
policy_development,2013-02,w02_2012m02_m07,normalized_score,0.5,0.75,normalized_score_g075_c050,normalized_score_g075_c050,999999.9999999999,116,0,0.0,default_gap,0.10037965160885987,0.10037965160885987,0.10037965160885987,0.10037965160885987
policy_development,2013-02,w02_2012m02_m07,normalized_score,0.5,1.0,normalized_score_g100_c050,normalized_score_g100_c050,1000000.0,113,0,0.0,default_gap,0.10553398901110515,0.10553398901110515,0.10553398901110515,0.10553398901110515
policy_development,2013-02,w02_2012m02_m07,normalized_score,0.75,0.0,normalized_score_g000_c075,normalized_score_g000_c075,1000000.0,115,0,0.0,default_gap,0.03248855896995613,0.03248855896995613,0.03248855896995613,0.03248855896995613
policy_development,2013-02,w02_2012m02_m07,normalized_score,0.75,0.25,normalized_score_g025_c075,normalized_score_g025_c075,1000000.0,114,0,0.0,default_gap,0.08390785367626608,0.08390785367626608,0.08390785367626608,0.08390785367626608
policy_development,2013-02,w02_2012m02_m07,normalized_score,0.75,0.5,normalized_score_g050_c075,normalized_score_g050_c075,1000000.0,114,0,0.0,default_gap,0.08224286078605458,0.08224286078605458,0.08224286078605458,0.08224286078605458
policy_development,2013-02,w02_2012m02_m07,normalized_score,0.75,0.75,normalized_score_g075_c075,normalized_score_g075_c075,999999.9999999999,114,0,0.0,default_gap,0.08188744268767632,0.08188744268767632,0.08188744268767632,0.08188744268767632
policy_development,2013-02,w02_2012m02_m07,normalized_score,0.75,1.0,normalized_score_g100_c075,normalized_score_g100_c075,1000000.0000000001,114,0,0.0,default_gap,0.0818051027432782,0.0818051027432782,0.0818051027432782,0.0818051027432782
policy_development,2013-02,w02_2012m02_m07,objective_matched,0.25,0.0,objective_matched_g000_c025,objective_matched_g000_c025,1000000.0,100,0,0.0,default_gap,-0.01157553951520949,-0.01157553951520949,0.0,0.0
policy_development,2013-02,w02_2012m02_m07,objective_matched,0.25,0.25,objective_matched_g025_c025,objective_matched_g025_c025,1000000.0,98,0,0.0,default_gap,-0.011617583459325662,-0.011617583459325662,0.0,0.0
policy_development,2013-02,w02_2012m02_m07,objective_matched,0.25,0.5,objective_matched_g050_c025,objective_matched_g050_c025,1000000.0,97,0,0.0,default_gap,-0.011884979651316015,-0.011884979651316015,0.0,0.0
policy_development,2013-02,w02_2012m02_m07,objective_matched,0.25,0.75,objective_matched_g075_c025,objective_matched_g075_c025,1000000.0,97,0,0.0,default_gap,-0.011884979651316015,-0.011884979651316015,0.0,0.0
policy_development,2013-02,w02_2012m02_m07,objective_matched,0.25,1.0,objective_matched_g100_c025,objective_matched_g100_c025,1000000.0,97,0,0.0,default_gap,-0.011884979651316015,-0.011884979651316015,0.0,0.0
policy_development,2013-02,w02_2012m02_m07,objective_matched,0.5,0.0,objective_matched_g000_c050,objective_matched_g000_c050,1000000.0,106,0,0.0,default_gap,-0.02074352778097693,-0.02074352778097693,0.0,0.0
policy_development,2013-02,w02_2012m02_m07,objective_matched,0.5,0.25,objective_matched_g025_c050,objective_matched_g025_c050,1000000.0,101,0,0.0,default_gap,-0.02108276900985745,-0.02108276900985745,0.0,0.0
policy_development,2013-02,w02_2012m02_m07,objective_matched,0.5,0.5,objective_matched_g050_c050,objective_matched_g050_c050,1000000.0,99,0,0.0,default_gap,-0.021135124312987575,-0.021135124312987575,0.0,0.0
policy_development,2013-02,w02_2012m02_m07,objective_matched,0.5,0.75,objective_matched_g075_c050,objective_matched_g075_c050,1000000.0,98,0,0.0,default_gap,-0.021209540405018042,-0.021209540405018042,0.0,0.0
policy_development,2013-02,w02_2012m02_m07,objective_matched,0.5,1.0,objective_matched_g100_c050,objective_matched_g100_c050,1000000.0,97,0,0.0,default_gap,-0.02134673789178342,-0.02134673789178342,0.0,0.0
policy_development,2013-02,w02_2012m02_m07,objective_matched,0.75,0.0,objective_matched_g000_c075,objective_matched_g000_c075,1000000.0,113,0,0.0,default_gap,-0.010253097341519479,-0.010253097341519479,0.0,0.0
policy_development,2013-02,w02_2012m02_m07,objective_matched,0.75,0.25,objective_matched_g025_c075,objective_matched_g025_c075,1000000.0,103,0,0.0,default_gap,0.0259551927971886,0.0259551927971886,0.0259551927971886,0.0259551927971886
policy_development,2013-02,w02_2012m02_m07,objective_matched,0.75,0.5,objective_matched_g050_c075,objective_matched_g050_c075,1000000.0000000001,104,0,0.0,default_gap,0.06976910199512831,0.06976910199512831,0.06976910199512831,0.06976910199512831
policy_development,2013-02,w02_2012m02_m07,objective_matched,0.75,0.75,objective_matched_g075_c075,objective_matched_g075_c075,1000000.0,103,0,0.0,default_gap,0.08212196832814476,0.08212196832814476,0.08212196832814476,0.08212196832814476
policy_development,2013-02,w02_2012m02_m07,objective_matched,0.75,1.0,objective_matched_g100_c075,objective_matched_g100_c075,1000000.0,102,0,0.0,default_gap,0.08301805393945422,0.08301805393945422,0.08301805393945422,0.08301805393945422
policy_development,2013-02,w03_2012m03_m08,normalized_score,0.25,0.0,normalized_score_g000_c025,normalized_score_g000_c025,1000000.0,107,0,0.0,default_gap,-0.020557665489073486,-0.020557665489073486,0.0,0.0
policy_development,2013-02,w03_2012m03_m08,normalized_score,0.25,0.25,normalized_score_g025_c025,normalized_score_g025_c025,1000000.0,103,0,0.0,default_gap,0.07315949429039428,0.07315949429039428,0.07315949429039428,0.07315949429039428
policy_development,2013-02,w03_2012m03_m08,normalized_score,0.25,0.5,normalized_score_g050_c025,normalized_score_g050_c025,1000000.0,104,0,0.0,default_gap,0.10084999587422996,0.10084999587422996,0.10084999587422996,0.10084999587422996
policy_development,2013-02,w03_2012m03_m08,normalized_score,0.25,0.75,normalized_score_g075_c025,normalized_score_g075_c025,1000000.0,104,0,0.0,default_gap,0.09899483672307755,0.09899483672307755,0.09899483672307755,0.09899483672307755
policy_development,2013-02,w03_2012m03_m08,normalized_score,0.25,1.0,normalized_score_g100_c025,normalized_score_g100_c025,999999.9999999999,104,0,0.0,default_gap,0.09810607089739928,0.09810607089739928,0.09810607089739928,0.09810607089739928
policy_development,2013-02,w03_2012m03_m08,normalized_score,0.5,0.0,normalized_score_g000_c050,normalized_score_g000_c050,1000000.0,118,0,0.0,default_gap,-0.012210567520764264,-0.012210567520764264,0.0,0.0
policy_development,2013-02,w03_2012m03_m08,normalized_score,0.5,0.25,normalized_score_g025_c050,normalized_score_g025_c050,1000000.0,114,0,0.0,default_gap,0.09819456412297829,0.09819456412297829,0.09819456412297829,0.09819456412297829
policy_development,2013-02,w03_2012m03_m08,normalized_score,0.5,0.5,normalized_score_g050_c050,normalized_score_g050_c050,1000000.0,114,0,0.0,default_gap,0.12229077767679526,0.12229077767679526,0.12229077767679526,0.12229077767679526
policy_development,2013-02,w03_2012m03_m08,normalized_score,0.5,0.75,normalized_score_g075_c050,normalized_score_g075_c050,999999.9999999998,116,0,0.0,default_gap,0.10045471535446508,0.10045471535446508,0.10045471535446508,0.10045471535446508
policy_development,2013-02,w03_2012m03_m08,normalized_score,0.5,1.0,normalized_score_g100_c050,normalized_score_g100_c050,999999.9999999998,113,0,0.0,default_gap,0.1054559873429617,0.1054559873429617,0.1054559873429617,0.1054559873429617
policy_development,2013-02,w03_2012m03_m08,normalized_score,0.75,0.0,normalized_score_g000_c075,normalized_score_g000_c075,1000000.0,115,0,0.0,default_gap,0.03248855896995613,0.03248855896995613,0.03248855896995613,0.03248855896995613
policy_development,2013-02,w03_2012m03_m08,normalized_score,0.75,0.25,normalized_score_g025_c075,normalized_score_g025_c075,1000000.0,114,0,0.0,default_gap,0.08390801828785587,0.08390801828785587,0.08390801828785587,0.08390801828785587
policy_development,2013-02,w03_2012m03_m08,normalized_score,0.75,0.5,normalized_score_g050_c075,normalized_score_g050_c075,999999.9999999999,114,0,0.0,default_gap,0.08224378521878045,0.08224378521878045,0.08224378521878045,0.08224378521878045
policy_development,2013-02,w03_2012m03_m08,normalized_score,0.75,0.75,normalized_score_g075_c075,normalized_score_g075_c075,1000000.0,114,0,0.0,default_gap,0.08197965539820264,0.08197965539820264,0.08197965539820264,0.08197965539820264
policy_development,2013-02,w03_2012m03_m08,normalized_score,0.75,1.0,normalized_score_g100_c075,normalized_score_g100_c075,1000000.0000000002,114,0,0.0,default_gap,0.08180545526461502,0.08180545526461502,0.08180545526461502,0.08180545526461502
policy_development,2013-02,w03_2012m03_m08,objective_matched,0.25,0.0,objective_matched_g000_c025,objective_matched_g000_c025,1000000.0,100,0,0.0,default_gap,-0.01157553951520927,-0.01157553951520927,0.0,0.0
policy_development,2013-02,w03_2012m03_m08,objective_matched,0.25,0.25,objective_matched_g025_c025,objective_matched_g025_c025,1000000.0,98,0,0.0,default_gap,-0.011617583459325424,-0.011617583459325424,0.0,0.0
policy_development,2013-02,w03_2012m03_m08,objective_matched,0.25,0.5,objective_matched_g050_c025,objective_matched_g050_c025,1000000.0,97,0,0.0,default_gap,-0.011884979651315748,-0.011884979651315748,0.0,0.0
policy_development,2013-02,w03_2012m03_m08,objective_matched,0.25,0.75,objective_matched_g075_c025,objective_matched_g075_c025,1000000.0,97,0,0.0,default_gap,-0.011884979651315748,-0.011884979651315748,0.0,0.0
policy_development,2013-02,w03_2012m03_m08,objective_matched,0.25,1.0,objective_matched_g100_c025,objective_matched_g100_c025,1000000.0,97,0,0.0,default_gap,-0.011884979651315748,-0.011884979651315748,0.0,0.0
policy_development,2013-02,w03_2012m03_m08,objective_matched,0.5,0.0,objective_matched_g000_c050,objective_matched_g000_c050,1000000.0,106,0,0.0,default_gap,-0.020743527780976687,-0.020743527780976687,0.0,0.0
policy_development,2013-02,w03_2012m03_m08,objective_matched,0.5,0.25,objective_matched_g025_c050,objective_matched_g025_c050,1000000.0,101,0,0.0,default_gap,-0.021082769009857217,-0.021082769009857217,0.0,0.0
policy_development,2013-02,w03_2012m03_m08,objective_matched,0.5,0.5,objective_matched_g050_c050,objective_matched_g050_c050,1000000.0,99,0,0.0,default_gap,-0.021135124312987384,-0.021135124312987384,0.0,0.0
policy_development,2013-02,w03_2012m03_m08,objective_matched,0.5,0.75,objective_matched_g075_c050,objective_matched_g075_c050,1000000.0,98,0,0.0,default_gap,-0.02120954040501762,-0.02120954040501762,0.0,0.0
policy_development,2013-02,w03_2012m03_m08,objective_matched,0.5,1.0,objective_matched_g100_c050,objective_matched_g100_c050,1000000.0,97,0,0.0,default_gap,-0.021346737891782947,-0.021346737891782947,0.0,0.0
policy_development,2013-02,w03_2012m03_m08,objective_matched,0.75,0.0,objective_matched_g000_c075,objective_matched_g000_c075,1000000.0,113,0,0.0,default_gap,-0.010253097341519269,-0.010253097341519269,0.0,0.0
policy_development,2013-02,w03_2012m03_m08,objective_matched,0.75,0.25,objective_matched_g025_c075,objective_matched_g025_c075,1000000.0000000001,103,0,0.0,default_gap,0.025955192797188838,0.025955192797188838,0.025955192797188838,0.025955192797188838
policy_development,2013-02,w03_2012m03_m08,objective_matched,0.75,0.5,objective_matched_g050_c075,objective_matched_g050_c075,1000000.0,104,0,0.0,default_gap,0.06976910199512851,0.06976910199512851,0.06976910199512851,0.06976910199512851
policy_development,2013-02,w03_2012m03_m08,objective_matched,0.75,0.75,objective_matched_g075_c075,objective_matched_g075_c075,1000000.0,103,0,0.0,default_gap,0.08212196832814499,0.08212196832814499,0.08212196832814499,0.08212196832814499
policy_development,2013-02,w03_2012m03_m08,objective_matched,0.75,1.0,objective_matched_g100_c075,objective_matched_g100_c075,1000000.0,102,0,0.0,default_gap,0.08301805393945433,0.08301805393945433,0.08301805393945433,0.08301805393945433
policy_development,2013-02,w04_2012m04_m09,normalized_score,0.25,0.0,normalized_score_g000_c025,normalized_score_g000_c025,1000000.0,107,0,0.0,default_gap,-0.020557665489073486,-0.020557665489073486,0.0,0.0
policy_development,2013-02,w04_2012m04_m09,normalized_score,0.25,0.25,normalized_score_g025_c025,normalized_score_g025_c025,999999.9999999999,103,0,0.0,default_gap,0.07285118746402042,0.07285118746402042,0.07285118746402042,0.07285118746402042
policy_development,2013-02,w04_2012m04_m09,normalized_score,0.25,0.5,normalized_score_g050_c025,normalized_score_g050_c025,1000000.0,104,0,0.0,default_gap,0.10086753810913571,0.10086753810913571,0.10086753810913571,0.10086753810913571
policy_development,2013-02,w04_2012m04_m09,normalized_score,0.25,0.75,normalized_score_g075_c025,normalized_score_g075_c025,1000000.0,104,0,0.0,default_gap,0.09901687960256872,0.09901687960256872,0.09901687960256872,0.09901687960256872
policy_development,2013-02,w04_2012m04_m09,normalized_score,0.25,1.0,normalized_score_g100_c025,normalized_score_g100_c025,1000000.0,105,0,0.0,default_gap,0.098115518135627,0.098115518135627,0.098115518135627,0.098115518135627
policy_development,2013-02,w04_2012m04_m09,normalized_score,0.5,0.0,normalized_score_g000_c050,normalized_score_g000_c050,1000000.0,118,0,0.0,default_gap,-0.012210567520764264,-0.012210567520764264,0.0,0.0
policy_development,2013-02,w04_2012m04_m09,normalized_score,0.5,0.25,normalized_score_g025_c050,normalized_score_g025_c050,999999.9999999999,114,0,0.0,default_gap,0.09821247817983784,0.09821247817983784,0.09821247817983784,0.09821247817983784
policy_development,2013-02,w04_2012m04_m09,normalized_score,0.5,0.5,normalized_score_g050_c050,normalized_score_g050_c050,1000000.0,114,0,0.0,default_gap,0.12230127109039252,0.12230127109039252,0.12230127109039252,0.12230127109039252
policy_development,2013-02,w04_2012m04_m09,normalized_score,0.5,0.75,normalized_score_g075_c050,normalized_score_g075_c050,1000000.0,116,0,0.0,default_gap,0.10075591593053244,0.10075591593053244,0.10075591593053244,0.10075591593053244
policy_development,2013-02,w04_2012m04_m09,normalized_score,0.5,1.0,normalized_score_g100_c050,normalized_score_g100_c050,999999.9999999999,113,0,0.0,default_gap,0.10517869996848477,0.10517869996848477,0.10517869996848477,0.10517869996848477
policy_development,2013-02,w04_2012m04_m09,normalized_score,0.75,0.0,normalized_score_g000_c075,normalized_score_g000_c075,1000000.0,115,0,0.0,default_gap,0.03248855896995613,0.03248855896995613,0.03248855896995613,0.03248855896995613
policy_development,2013-02,w04_2012m04_m09,normalized_score,0.75,0.25,normalized_score_g025_c075,normalized_score_g025_c075,999999.9999999999,114,0,0.0,default_gap,0.08390981873775558,0.08390981873775558,0.08390981873775558,0.08390981873775558
policy_development,2013-02,w04_2012m04_m09,normalized_score,0.75,0.5,normalized_score_g050_c075,normalized_score_g050_c075,1000000.0,114,0,0.0,default_gap,0.08225219476872234,0.08225219476872234,0.08225219476872234,0.08225219476872234
policy_development,2013-02,w04_2012m04_m09,normalized_score,0.75,0.75,normalized_score_g075_c075,normalized_score_g075_c075,1000000.0000000001,114,0,0.0,default_gap,0.08189066046849207,0.08189066046849207,0.08189066046849207,0.08189066046849207
policy_development,2013-02,w04_2012m04_m09,normalized_score,0.75,1.0,normalized_score_g100_c075,normalized_score_g100_c075,999999.9999999999,114,0,0.0,default_gap,0.08180817732092988,0.08180817732092988,0.08180817732092988,0.08180817732092988
policy_development,2013-02,w04_2012m04_m09,objective_matched,0.25,0.0,objective_matched_g000_c025,objective_matched_g000_c025,1000000.0,100,0,0.0,default_gap,-0.011575539515209737,-0.011575539515209737,0.0,0.0
policy_development,2013-02,w04_2012m04_m09,objective_matched,0.25,0.25,objective_matched_g025_c025,objective_matched_g025_c025,1000000.0,98,0,0.0,default_gap,-0.011617583459325925,-0.011617583459325925,0.0,0.0
policy_development,2013-02,w04_2012m04_m09,objective_matched,0.25,0.5,objective_matched_g050_c025,objective_matched_g050_c025,1000000.0,97,0,0.0,default_gap,-0.011884979651316312,-0.011884979651316312,0.0,0.0
policy_development,2013-02,w04_2012m04_m09,objective_matched,0.25,0.75,objective_matched_g075_c025,objective_matched_g075_c025,1000000.0,97,0,0.0,default_gap,-0.011884979651316312,-0.011884979651316312,0.0,0.0
policy_development,2013-02,w04_2012m04_m09,objective_matched,0.25,1.0,objective_matched_g100_c025,objective_matched_g100_c025,1000000.0,97,0,0.0,default_gap,-0.011884979651316312,-0.011884979651316312,0.0,0.0
policy_development,2013-02,w04_2012m04_m09,objective_matched,0.5,0.0,objective_matched_g000_c050,objective_matched_g000_c050,1000000.0,106,0,0.0,default_gap,-0.020743527780977194,-0.020743527780977194,0.0,0.0
policy_development,2013-02,w04_2012m04_m09,objective_matched,0.5,0.25,objective_matched_g025_c050,objective_matched_g025_c050,1000000.0,101,0,0.0,default_gap,-0.021082769009857703,-0.021082769009857703,0.0,0.0
policy_development,2013-02,w04_2012m04_m09,objective_matched,0.5,0.5,objective_matched_g050_c050,objective_matched_g050_c050,1000000.0,99,0,0.0,default_gap,-0.021135124312987776,-0.021135124312987776,0.0,0.0
policy_development,2013-02,w04_2012m04_m09,objective_matched,0.5,0.75,objective_matched_g075_c050,objective_matched_g075_c050,1000000.0,98,0,0.0,default_gap,-0.0212095404050185,-0.0212095404050185,0.0,0.0
policy_development,2013-02,w04_2012m04_m09,objective_matched,0.5,1.0,objective_matched_g100_c050,objective_matched_g100_c050,1000000.0,97,0,0.0,default_gap,-0.02134673789178393,-0.02134673789178393,0.0,0.0
policy_development,2013-02,w04_2012m04_m09,objective_matched,0.75,0.0,objective_matched_g000_c075,objective_matched_g000_c075,1000000.0,113,0,0.0,default_gap,-0.010253097341519746,-0.010253097341519746,0.0,0.0
policy_development,2013-02,w04_2012m04_m09,objective_matched,0.75,0.25,objective_matched_g025_c075,objective_matched_g025_c075,1000000.0000000001,103,0,0.0,default_gap,0.025955192797188453,0.025955192797188453,0.025955192797188453,0.025955192797188453
policy_development,2013-02,w04_2012m04_m09,objective_matched,0.75,0.5,objective_matched_g050_c075,objective_matched_g050_c075,1000000.0,104,0,0.0,default_gap,0.06976910199512808,0.06976910199512808,0.06976910199512808,0.06976910199512808
policy_development,2013-02,w04_2012m04_m09,objective_matched,0.75,0.75,objective_matched_g075_c075,objective_matched_g075_c075,1000000.0,103,0,0.0,default_gap,0.08214916122725609,0.08214916122725609,0.08214916122725609,0.08214916122725609
policy_development,2013-02,w04_2012m04_m09,objective_matched,0.75,1.0,objective_matched_g100_c075,objective_matched_g100_c075,1000000.0,102,0,0.0,default_gap,0.0830180539394541,0.0830180539394541,0.0830180539394541,0.0830180539394541
policy_development,2013-02,w05_2012m05_m10,normalized_score,0.25,0.0,normalized_score_g000_c025,normalized_score_g000_c025,1000000.0,107,0,0.0,default_gap,-0.020557665489073486,-0.020557665489073486,0.0,0.0
policy_development,2013-02,w05_2012m05_m10,normalized_score,0.25,0.25,normalized_score_g025_c025,normalized_score_g025_c025,1000000.0,103,0,0.0,default_gap,0.07271065819475597,0.07271065819475597,0.07271065819475597,0.07271065819475597
policy_development,2013-02,w05_2012m05_m10,normalized_score,0.25,0.5,normalized_score_g050_c025,normalized_score_g050_c025,1000000.0,105,0,0.0,default_gap,0.1005199606344363,0.1005199606344363,0.1005199606344363,0.1005199606344363
policy_development,2013-02,w05_2012m05_m10,normalized_score,0.25,0.75,normalized_score_g075_c025,normalized_score_g075_c025,1000000.0,104,0,0.0,default_gap,0.09902485184205798,0.09902485184205798,0.09902485184205798,0.09902485184205798
