relative_path,caption_type,caption_index,caption_text,caption_index_truncated
paper/Sun et al 2024 - Predict-then-Calibrate.pdf,figure,1,Figure 1: Illustration of robust optimization (RO) and distributionally robust optimization (DRO) (here,false
paper/Sun et al 2024 - Predict-then-Calibrate.pdf,figure,2,Figure 2: Performance under different prediction and quantile regression models in PTC-B. The results,false
paper/Sun et al 2024 - Predict-then-Calibrate.pdf,figure,3,Figure 3: Value of better prediction Figure 4: Sample efficiency,false
paper/Sun et al 2024 - Predict-then-Calibrate.pdf,table,4,Table 1: Average VaR and coverage on shortest path problems under different risk level settings. The,false
paper/Sun et al 2024 - Predict-then-Calibrate.pdf,table,5,"Table 1. The Ellipsoid method does not utilize the covariates information, so although it has a coverage",false
paper/Sun et al 2024 - Predict-then-Calibrate.pdf,figure,6,"Figure 5 shows the performance of different algorithms when d increases (d = 1, 4, and 16), and the plot",false
paper/Sun et al 2024 - Predict-then-Calibrate.pdf,figure,7,Figure 5: Comparison in performance deterioration with increasing dimensions,false
paper/Sun et al 2024 - Predict-then-Calibrate.pdf,figure,8,Figure 6: Box plot of scaled VaR on shortest path problems under different risk level settings,false
paper/Sun et al 2024 - Predict-then-Calibrate.pdf,table,9,Table 2 associated with Figure 7 displays the comparison results under varying risk levels and demon-,false
paper/Sun et al 2024 - Predict-then-Calibrate.pdf,table,10,Table 2: Average VaR and coverage on fractional knapsack problems under different risk level settings.,false
paper/Sun et al 2024 - Predict-then-Calibrate.pdf,figure,11,Figure 7: Box plot of scaled VaR on knapsack problems under different risk level settings,false
paper/Torkian Bamdad Sarfaraz 2025 - AI OR Investment Decisions in Digital Lending.pdf,figure,1,Figure 1 clarifies the transition from data prepro­,false
paper/Torkian Bamdad Sarfaraz 2025 - AI OR Investment Decisions in Digital Lending.pdf,figure,2,Figure 1. The proposed model.,false
paper/Torkian Bamdad Sarfaraz 2025 - AI OR Investment Decisions in Digital Lending.pdf,table,3,Table 1. Description of independent variables used in this study.,false
paper/Torkian Bamdad Sarfaraz 2025 - AI OR Investment Decisions in Digital Lending.pdf,figure,4,Figure 2. Schematic illustrating the variables used in this study.,false
paper/Torkian Bamdad Sarfaraz 2025 - AI OR Investment Decisions in Digital Lending.pdf,figure,5,Figure 3. Box plot of research variables.,false
paper/Torkian Bamdad Sarfaraz 2025 - AI OR Investment Decisions in Digital Lending.pdf,table,6,Table 2. Number of samples in fully paid and failed classes.,false
paper/Torkian Bamdad Sarfaraz 2025 - AI OR Investment Decisions in Digital Lending.pdf,figure,7,Figure 4. Scaling of studied characteristics. well-liked technique for balancing out imbalanced,false
paper/Torkian Bamdad Sarfaraz 2025 - AI OR Investment Decisions in Digital Lending.pdf,figure,8,Figure 5. Data distribution plot for charged-off and fully,false
paper/Torkian Bamdad Sarfaraz 2025 - AI OR Investment Decisions in Digital Lending.pdf,table,9,"Table 3. Summary of data partitioning of the proposed Loan A’s NPV will be $1,200 and Loan B’s NPV will be",false
paper/Torkian Bamdad Sarfaraz 2025 - AI OR Investment Decisions in Digital Lending.pdf,table,10,Table 4. Comparison results of models.,false
paper/Torkian Bamdad Sarfaraz 2025 - AI OR Investment Decisions in Digital Lending.pdf,figure,11,Figure 6. The features of importance from random forest model.,false
paper/Torkian Bamdad Sarfaraz 2025 - AI OR Investment Decisions in Digital Lending.pdf,table,12,"Table 5. The computational results of the CNN, LSTM, and",false
paper/Torkian Bamdad Sarfaraz 2025 - AI OR Investment Decisions in Digital Lending.pdf,table,13,Table 7. The results of logistic regression. Table 8. Confusion matrix.,false
paper/Torkian Bamdad Sarfaraz 2025 - AI OR Investment Decisions in Digital Lending.pdf,table,14,Table 10. Return and risk by NSGA-II. Table 12. Comparing the performance of two investment,false
paper/Torkian Bamdad Sarfaraz 2025 - AI OR Investment Decisions in Digital Lending.pdf,truncation_note,15,5 additional figure/table captions omitted from this compact index.,true
paper/Zhao et al 2026 - Conformal Robust Optimization and Satisficing.pdf,table,1,Table 1: CRO performance comparison. 100 CRO-CRS Mapping,false
paper/Zhao et al 2026 - Conformal Robust Optimization and Satisficing.pdf,figure,2,Figure 1: (a) Parameter mapping between CRS target,false
supplement/Angelopoulos et al 2026 - Conformal Risk Control for Non-Monotonic Losses.pdf,figure,1,"Figure 1: Cumulative average error Ēj for three scenarios alongside the shrinking interval (α + (1 − α)/j, α +",false
supplement/Angelopoulos et al 2026 - Conformal Risk Control for Non-Monotonic Losses.pdf,figure,2,Figure 2: Selective classification results on Imagenet. The left panel shows the choices of thresholds,false
supplement/Angelopoulos et al 2026 - Conformal Risk Control for Non-Monotonic Losses.pdf,figure,3,Figure 3: FDR control results in polyp segmentation. The top left and bottom left panels show,false
supplement/Angelopoulos et al 2026 - Conformal Risk Control for Non-Monotonic Losses.pdf,figure,4,Figure 3 shows empirical results from the FDR segmentation task with n = 500. Over 1000 bootstrap,false
supplement/Angelopoulos et al 2026 - Conformal Risk Control for Non-Monotonic Losses.pdf,figure,5,Figure 4: IOU control results in polyp segmentation. The left and middle panels show histograms of,false
supplement/Angelopoulos et al 2026 - Conformal Risk Control for Non-Monotonic Losses.pdf,figure,6,"Figure 5: Results of multigroup debiasing on COMPAS dataset. Each row is a group, and the",false
supplement/Bao et al 2025 - CROMS Optimal Model Selection for Conformalized Robust Optimization.pdf,figure,1,Figure 1: Illustration for the grid-approximated F-CROMS with Y ⊆ R2 . The red dots,false
supplement/Bao et al 2025 - CROMS Optimal Model Selection for Conformalized Robust Optimization.pdf,table,2,Table 1: Comparison of computational cost in terms of number of model selection and,false
supplement/Bao et al 2025 - CROMS Optimal Model Selection for Conformalized Robust Optimization.pdf,table,3,Table 2: The evaluation metrics and running time (seconds) with the 95% asymptotic,false
supplement/Bao et al 2025 - CROMS Optimal Model Selection for Conformalized Robust Optimization.pdf,table,4,Table 2 presents the evaluation metrics of the compared methods along with their,false
supplement/Bao et al 2025 - CROMS Optimal Model Selection for Conformalized Robust Optimization.pdf,figure,5,Figure 2: The evaluation metrics with confidence intervals under the classification task.,false
supplement/Bao et al 2025 - CROMS Optimal Model Selection for Conformalized Robust Optimization.pdf,table,6,Table 3 reports the evaluation metrics and running time of different methods. Our,false
supplement/Bao et al 2025 - CROMS Optimal Model Selection for Conformalized Robust Optimization.pdf,table,7,Table 3: The evaluation metrics and running time (seconds) with the 95% asymptotic,false
supplement/Bao et al 2025 - CROMS Optimal Model Selection for Conformalized Robust Optimization.pdf,figure,8,"Figure 3: The average loss, worst-case conditional miscoverage, and worst-case conditional",false
supplement/Bao et al 2025 - CROMS Optimal Model Selection for Conformalized Robust Optimization.pdf,figure,9,"Figure 4: The group conditional losses when varying sample size n in the classification task,",false
supplement/Bao et al 2025 - CROMS Optimal Model Selection for Conformalized Robust Optimization.pdf,figure,10,"Figure 5: The average loss, marginal misrobustness, and worst-case conditional misrobustness",false
supplement/Bao et al 2025 - CROMS Optimal Model Selection for Conformalized Robust Optimization.pdf,figure,11,Figure 6: The group conditional loss on COVID-19 Radiography Database under α = 0.1.,false
supplement/Bao et al 2025 - CROMS Optimal Model Selection for Conformalized Robust Optimization.pdf,table,12,Table 4: Summary of notations.,false
supplement/Bao et al 2025 - CROMS Optimal Model Selection for Conformalized Robust Optimization.pdf,table,13,Table 5 and 6 present the performance of the compared methods along with their corre-,false
supplement/Bao et al 2025 - CROMS Optimal Model Selection for Conformalized Robust Optimization.pdf,table,14,Table 5: The evaluation metrics and running time (seconds) on 100 test points with 95%,false
supplement/Bao et al 2025 - CROMS Optimal Model Selection for Conformalized Robust Optimization.pdf,truncation_note,15,6 additional figure/table captions omitted from this compact index.,true
supplement/Barber Candes Ramdas Tibshirani 2023 - Conformal Prediction Beyond Exchangeability.pdf,figure,1,Figure 1: Empirical results from a real data set (details will be given in Section 5.2).,false
supplement/Barber Candes Ramdas Tibshirani 2023 - Conformal Prediction Beyond Exchangeability.pdf,figure,2,"Figure 2: Simulation results showing mean prediction interval coverage and width, averaged",false
supplement/Barber Candes Ramdas Tibshirani 2023 - Conformal Prediction Beyond Exchangeability.pdf,table,3,"Table 1: Simulation results showing mean prediction interval coverage and width,",false
supplement/Barber Candes Ramdas Tibshirani 2023 - Conformal Prediction Beyond Exchangeability.pdf,figure,4,Figure 3: Electricity data results showing coverage and prediction interval width on the,false
supplement/Barber Candes Ramdas Tibshirani 2023 - Conformal Prediction Beyond Exchangeability.pdf,table,5,Table 2: Electricity data results showing coverage and prediction interval width on,false
supplement/Barber Candes Ramdas Tibshirani 2023 - Conformal Prediction Beyond Exchangeability.pdf,figure,6,Figure 4: Left map: relative change in the number of votes for the Democratic presidential,false
supplement/Barber Candes Ramdas Tibshirani 2023 - Conformal Prediction Beyond Exchangeability.pdf,table,7,"Table 3: Election data results showing coverage, averaged over all test counties.",false
supplement/Barber Candes Ramdas Tibshirani 2023 - Conformal Prediction Beyond Exchangeability.pdf,table,8,"Table 3 shows the resulting predictive coverage, averaged over the test set, for",false
supplement/Barber Candes Ramdas Tibshirani 2023 - Conformal Prediction Beyond Exchangeability.pdf,table,9,"Table 4: Simulation results showing mean prediction interval coverage and width,",false
supplement/Barber Candes Ramdas Tibshirani 2023 - Conformal Prediction Beyond Exchangeability.pdf,table,10,"Table 5: Simulation results showing mean prediction interval coverage and width,",false
supplement/Barber Candes Ramdas Tibshirani 2023 - Conformal Prediction Beyond Exchangeability.pdf,figure,11,Figure 5: Simulation results showing mean prediction interval coverage and width for split,false
supplement/Barber Candes Ramdas Tibshirani 2023 - Conformal Prediction Beyond Exchangeability.pdf,figure,12,Figure 6: Simulation results showing mean prediction interval coverage and width for,false
supplement/Bhattacharyya Barber 2026 - Group-Weighted Conformal Prediction.pdf,figure,1,"Figure 1: [Lei and Candès, 2021]’s WCP coverage guarantee (3) for varying numbers of groups.",false
supplement/Bhattacharyya Barber 2026 - Group-Weighted Conformal Prediction.pdf,figure,2,"Figure 2: Simulation results for the setting of fixed group sizes, in three regimes for the group",false
supplement/Bhattacharyya Barber 2026 - Group-Weighted Conformal Prediction.pdf,figure,3,"Figure 3: [Lei and Candès, 2021]’s WCP coverage guarantee (3), compared to the new guarantee",false
supplement/Bhattacharyya Barber 2026 - Group-Weighted Conformal Prediction.pdf,figure,4,"Figure 4: Marginal coverage of the weighted conformal prediction interval (15), implemented with",false
supplement/Bhattacharyya Barber 2026 - Group-Weighted Conformal Prediction.pdf,figure,5,"Figure 5: Simulation results for the setting of fixed group sizes, in three regimes for the group sizes",false
supplement/CFPB 2014 - Public Information Proxy Race Ethnicity.pdf,table,1,TABLE 1: MORTGAGE LOAN SAMPLE,false
supplement/CFPB 2014 - Public Information Proxy Race Ethnicity.pdf,table,2,Table 2 provides the distribution of reported race and ethnicity (Reported) and the distributions,false
supplement/CFPB 2014 - Public Information Proxy Race Ethnicity.pdf,table,3,TABLE 2: DISTRUBUTION OF LOANS BY RACE AND ETHNICITY21,false
supplement/CFPB 2014 - Public Information Proxy Race Ethnicity.pdf,table,4,"Table 3 provides the correlations between reported race and ethnicity and the BISG, surname-",false
supplement/CFPB 2014 - Public Information Proxy Race Ethnicity.pdf,table,5,TABLE 3: CORRELATIONS BETWEEN PROXY PROBABILITY AND REPORTED RACE AND ETHNICITY,false
supplement/CFPB 2014 - Public Information Proxy Race Ethnicity.pdf,table,6,"Table 4 provides the results of statistical comparisons of the geography-only, surname-only, and",false
supplement/CFPB 2014 - Public Information Proxy Race Ethnicity.pdf,table,7,TABLE 4: LIKELIHOOD OF ASSIGNMENT OF HIGHER PROXY PROBABILITY FOR GROUP MEMBERSHIP,false
supplement/CFPB 2014 - Public Information Proxy Race Ethnicity.pdf,table,8,TABLE 5: CLASSIFICATION OVER RANGE OF BISG PROXY FOR HISPANIC,false
supplement/CFPB 2014 - Public Information Proxy Race Ethnicity.pdf,table,9,Table 5 makes clear the consequence of applying a threshold rule to the BISG proxy probability,false
supplement/CFPB 2014 - Public Information Proxy Race Ethnicity.pdf,table,10,TABLE 6: DISTRIBUTION OF RACE AND ETHNICITY FOR INDIVIDUALS IN THE U.S. POPULATION WITH THE,false
supplement/CFPB 2014 - Public Information Proxy Race Ethnicity.pdf,table,11,TABLE 7: POPULATION RESIDING IN CALIFORNIA AS A PERCENTAGE OF THE TOTAL U.S. POPULATION,false
supplement/CFPB 2014 - Public Information Proxy Race Ethnicity.pdf,table,12,"TABLE 8: SURNAME-ONLY AND BISG PROBABILITIES FOR ""SMITH"" IN CALIFORNIA",false
supplement/CFPB 2014 - Public Information Proxy Race Ethnicity.pdf,figure,13,FIGURE 1: RECEIVER OPERATING CHARACTERISTIC (ROC) CURVES FOR NON-HISPANIC WHITE,false
supplement/CFPB 2014 - Public Information Proxy Race Ethnicity.pdf,figure,14,FIGURE 2: RECEIVER OPERATING CHARACTERISTIC (ROC) CURVES FOR NON-HISPANIC BLACK,false
supplement/CFPB 2014 - Public Information Proxy Race Ethnicity.pdf,truncation_note,15,9 additional figure/table captions omitted from this compact index.,true
supplement/Chenreddy Delage 2024 - End-to-End Conditional Robust Optimization.pdf,figure,1,Figure 1: Training pipeline for task-based learning of the solution to the problem (3) with respect to the input,false
supplement/Chenreddy Delage 2024 - End-to-End Conditional Robust Optimization.pdf,figure,2,Figure 2: Training pipeline for dual task based learning,false
supplement/Chenreddy Delage 2024 - End-to-End Conditional Robust Optimization.pdf,figure,3,"Figure 3: Comparison of uncertainty set (α = 0.9) coverage for different ψ realizations: (a) [2.5, −0.2]T , (b) [−2.6, 0.5]T ,",false
supplement/Chenreddy Delage 2024 - End-to-End Conditional Robust Optimization.pdf,table,4,Table 1: Avg. CVaR and marginal coverage for α = 1 − ϵ =,false
supplement/Chenreddy Delage 2024 - End-to-End Conditional Robust Optimization.pdf,figure,5,Figure 4: Average cumulative distribution of conditional,false
supplement/Chenreddy Delage 2024 - End-to-End Conditional Robust Optimization.pdf,figure,6,Figure 5: Avg. CVaR of returns across 10 portfolio trajectory simulations. Error bars report 95% CI.,false
supplement/Chenreddy Delage 2024 - End-to-End Conditional Robust Optimization.pdf,figure,7,"Figure 6: Convergence comparison between 5-steps TRO sij ≥ −(ξ ij )T xi − λ ,",false
supplement/Cortes-Gomez et al 2025 - Utility-Directed Conformal Prediction.pdf,figure,1,Figure 1: Illustration of how proposed methods compare to the standard formulation of conformal prediction.,false
supplement/Cortes-Gomez et al 2025 - Utility-Directed Conformal Prediction.pdf,figure,2,Figure 2: Empirical statistical coverage on the iNaturalist dataset across various loss functions. The observed,false
supplement/Cortes-Gomez et al 2025 - Utility-Directed Conformal Prediction.pdf,figure,3,Figure 3: Comparisons between different methods for the 1) separable loss case using the sum of penalties in,false
supplement/Cortes-Gomez et al 2025 - Utility-Directed Conformal Prediction.pdf,figure,4,Figure 4: Measured impact of base model accuracy on downstream optimization values on all losses considered,false
supplement/Cortes-Gomez et al 2025 - Utility-Directed Conformal Prediction.pdf,figure,5,Figure 5: Mean and standard deviation from the predicted softmax score for the true class as a function of,false
supplement/Cortes-Gomez et al 2025 - Utility-Directed Conformal Prediction.pdf,table,6,Table 1: Conditional statistical coverage by set size for the cleaned version of the Fitzpatrick dataset and a,false
supplement/Cortes-Gomez et al 2025 - Utility-Directed Conformal Prediction.pdf,table,7,Table 2: Hyperparameters used to train the classifiers for each dataset. The configurations are identical except,false
supplement/Cortes-Gomez et al 2025 - Utility-Directed Conformal Prediction.pdf,table,8,"Table 3: Details about the datasets we use to calibrate and evaluate the sets. For the iNaturalist dataset, we use",false
supplement/Cortes-Gomez et al 2025 - Utility-Directed Conformal Prediction.pdf,figure,9,Figure 6: Comparison of our methods when we use a Bayesian model as the source of p̂(y|x). The plots show,false
supplement/Cortes-Gomez et al 2025 - Utility-Directed Conformal Prediction.pdf,table,10,Table 4: Comparison of our proposals for the separable loss case against base conformal predictions for dif-,false
supplement/Cortes-Gomez et al 2025 - Utility-Directed Conformal Prediction.pdf,figure,11,Figure 7: Comparisons between different methods for the 1) separable loss case using the sum of penalties in,false
supplement/Cortes-Gomez et al 2025 - Utility-Directed Conformal Prediction.pdf,table,12,Table 5: Comparison between different methods for the non-separable loss case across different datasets using,false
supplement/Cortes-Gomez et al 2025 - Utility-Directed Conformal Prediction.pdf,table,13,Table 6: Comparison between different methods for the coverage function loss case across different datasets,false
supplement/Cortes-Gomez et al 2025 - Utility-Directed Conformal Prediction.pdf,table,14,Table 7: Comparison between different values of the hyperparameter λ for the proposed Penalized Conformal,false
supplement/Cortes-Gomez et al 2025 - Utility-Directed Conformal Prediction.pdf,truncation_note,15,8 additional figure/table captions omitted from this compact index.,true
supplement/Gibbs Candes 2021 - Adaptive Conformal Inference Under Distribution Shift.pdf,figure,1,"Figure 1: Local coverage frequencies for adaptive conformal (blue), a non-adaptive method that holds",false
supplement/Gibbs Candes 2021 - Adaptive Conformal Inference Under Distribution Shift.pdf,figure,2,"Figure 2: Local coverage frequencies for adaptive conformal (blue), a non-adaptive method that holds",false
supplement/Gibbs Candes 2021 - Adaptive Conformal Inference Under Distribution Shift.pdf,figure,3,"Figure 3: Local coverage frequencies of adaptive conformal (blue), a non-adaptive method that holds",false
supplement/Gibbs Candes 2021 - Adaptive Conformal Inference Under Distribution Shift.pdf,figure,4,Figure 4 shows daily open prices for the four stocks considered in Section 2.2.,false
supplement/Gibbs Candes 2021 - Adaptive Conformal Inference Under Distribution Shift.pdf,figure,5,Figure 4: Daily open prices for the four stocks considered in Section 2.2.,false
supplement/Gibbs Candes 2021 - Adaptive Conformal Inference Under Distribution Shift.pdf,figure,6,Figure 5: Realized trajectories of αt for predicting stock market volatility as outlined in Section 2.2,false
supplement/Gibbs Candes 2021 - Adaptive Conformal Inference Under Distribution Shift.pdf,figure,7,Figure 6: Realized trajectories of αt for predicting stock market volatility as outlined in Section 2.2,false
supplement/Gibbs Candes 2021 - Adaptive Conformal Inference Under Distribution Shift.pdf,figure,8,Figure 7: Realized trajectory of αt for election night forecasting as outlined in Section 6 using update,false
supplement/Gibbs Candes 2021 - Adaptive Conformal Inference Under Distribution Shift.pdf,figure,9,Figure 8: Realized trajectory of αt for election night forecasting as outlined in Section 6 using update,false
supplement/Gibbs Candes 2021 - Adaptive Conformal Inference Under Distribution Shift.pdf,figure,10,Figure 9 shows the local coverage level of adaptive and non-adaptive conformal inference for the,false
supplement/Gibbs Candes 2021 - Adaptive Conformal Inference Under Distribution Shift.pdf,figure,11,"Figure 9: Local coverage frequencies for adaptive conformal (blue), a non-adaptive method that holds",false
supplement/Gibbs Cherian Candes 2025 - Conformal Prediction with Conditional Guarantees.pdf,figure,1,Figure 1: Predicting with finite-sample guarantees: our conditionally valid pipeline vs. split conformal prediction.,false
supplement/Gibbs Cherian Candes 2025 - Conformal Prediction with Conditional Guarantees.pdf,figure,2,"Figure 2: Comparison of split conformal prediction (blue, left-most panel) and the randomized implementation of",false
supplement/Gibbs Cherian Candes 2025 - Conformal Prediction with Conditional Guarantees.pdf,figure,3,"Figure 2 illustrates the coverage guarantee on a simulated dataset. Here, x is univariate and we have",false
supplement/Gibbs Cherian Candes 2025 - Conformal Prediction with Conditional Guarantees.pdf,figure,4,Figure 3: Marginal calibration-conditional miscoverage (left panel) and length (right panel) of quantile regression,false
supplement/Gibbs Cherian Candes 2025 - Conformal Prediction with Conditional Guarantees.pdf,figure,5,"Figure 3 shows the improved finite sample coverage of these method. For simplicity, this plot only displays the",false
supplement/Gibbs Cherian Candes 2025 - Conformal Prediction with Conditional Guarantees.pdf,figure,6,"Figure 4: Comparison of split conformal prediction (blue, left-most panel) and the randomized implementation of our",false
supplement/Gibbs Cherian Candes 2025 - Conformal Prediction with Conditional Guarantees.pdf,figure,7,"Figure 4 illustrates a simple example of this guarantee on a synthetic dataset. Once again, the covariate",false
supplement/Gibbs Cherian Candes 2025 - Conformal Prediction with Conditional Guarantees.pdf,figure,8,Figure 5: Demonstration of the unrandomized implementation of our shift-agnostic method on a simulated dataset,false
supplement/Gibbs Cherian Candes 2025 - Conformal Prediction with Conditional Guarantees.pdf,figure,9,Figure 6: Evaluation of the computational efficiency of our prediction set construction. The left panel displays the,false
supplement/Gibbs Cherian Candes 2025 - Conformal Prediction with Conditional Guarantees.pdf,figure,10,Figure 6 displays the computational efficiency of this sensitivity analysis method on a 2020 MacBook,false
supplement/Gibbs Cherian Candes 2025 - Conformal Prediction with Conditional Guarantees.pdf,figure,11,Figure 7: Empirical miscoverage achieved by split conformal inference (blue) and the unrandomized version of our,false
supplement/Gibbs Cherian Candes 2025 - Conformal Prediction with Conditional Guarantees.pdf,figure,12,Figure 7 shows the empirical miscoverages obtained by our algorithm and split conformal prediction under,false
supplement/Gibbs Cherian Candes 2025 - Conformal Prediction with Conditional Guarantees.pdf,figure,13,Figure 8: Empirical miscoverage achieved by split conformal prediction (blue) and the unrandomized version of our,false
supplement/Gibbs Cherian Candes 2025 - Conformal Prediction with Conditional Guarantees.pdf,figure,14,Figure 9: Estimated coverages for re-weightings of the data according to a Gaussian kernel centered at each of,false
supplement/Gibbs Cherian Candes 2025 - Conformal Prediction with Conditional Guarantees.pdf,truncation_note,15,8 additional figure/table captions omitted from this compact index.,true
supplement/Guan 2023 - Localized Conformal Prediction.pdf,figure,1,Figure 1: Conformal bands (blue) and localized conformal bands (red) using regression score (dashed) and quantile,false
supplement/Guan 2023 - Localized Conformal Prediction.pdf,table,2,Table 1: Example 4.1. Coverage and length comparison for CR and LCR (auto-tuned) across four simulation setups.,false
supplement/Guan 2023 - Localized Conformal Prediction.pdf,table,3,"Table 2: Example 4.1. Comparisons of coverage, percent of infinite PI, ave.PI and ave.PI0 for different tuning",false
supplement/Guan 2023 - Localized Conformal Prediction.pdf,figure,4,"Figure 2: Example 4.1. Confidence bands constructed using CR, LCR with different tuning parameter values for h",false
supplement/Guan 2023 - Localized Conformal Prediction.pdf,table,5,"Table 3: Example 4.2. Empirical Coverage for different procedures across different simulation settings, with a targeted",false
supplement/Guan 2023 - Localized Conformal Prediction.pdf,table,6,Table 4: Example 4.2. Average lengths of PIs for different procedures across four different simulation settings.,false
supplement/Guan 2023 - Localized Conformal Prediction.pdf,table,7,Table 3 and 4 show the results of average coverage and average length of PI in the four simulation settings.,false
supplement/Guan 2023 - Localized Conformal Prediction.pdf,table,8,"Table 5: Example 4.3. Empirical Coverage for different procedures, with a targeted level at α = 0.95. Column names",false
supplement/Guan 2023 - Localized Conformal Prediction.pdf,table,9,Table 6: Example 4.3. The upper half shows the average length using samples with finite PIs for the given procedure.,false
supplement/Jonkers et al 2024 - Conformal Predictive Systems Under Covariate Shift.pdf,table,1,Table 1: Empirical distribution of nonconformity scores (δa denotes a point mass at a).,false
supplement/Jonkers et al 2024 - Conformal Predictive Systems Under Covariate Shift.pdf,figure,2,"Figure 1: Empirical coverage of 80% prediction intervals from (W)SCPS, computed using",false
supplement/Jonkers et al 2024 - Conformal Predictive Systems Under Covariate Shift.pdf,figure,3,"Figure 2: Empirical CRPS of (W)SCPS, computed using 1000 different experiment trials",false
supplement/Jonkers et al 2024 - Conformal Predictive Systems Under Covariate Shift.pdf,figure,4,Figure 3: Post-hoc Friedman-Nemenyi test for CRPS.,false
supplement/Jonkers et al 2024 - Conformal Predictive Systems Under Covariate Shift.pdf,figure,5,"Figure 4: Distribution of p-values of SCPS under IID model (blue), covariate shift (orange),",false
supplement/Kiyani et al 2025 - Decision Theoretic Foundations for Conformal Prediction.pdf,figure,1,"Figure 1: RAC pipeline, an interface between prediction and action for high stakes applications.",false
supplement/Kiyani et al 2025 - Decision Theoretic Foundations for Conformal Prediction.pdf,figure,2,"Figure 2: Left: Illustration of how the functions θ and a are computed for a given x ∈ X and t ∈ [0, 1].",false
supplement/Kiyani et al 2025 - Decision Theoretic Foundations for Conformal Prediction.pdf,figure,3,Figure 3: Results from two experiments. (a) Average realized max-min value as a function of α. (b),false
supplement/Kiyani et al 2025 - Decision Theoretic Foundations for Conformal Prediction.pdf,table,4,"Table 1: Utility matrix for the four-class chest X-ray task. Rows denote true conditions, columns",false
supplement/Kiyani et al 2025 - Decision Theoretic Foundations for Conformal Prediction.pdf,table,5,Table 2: Utility matrix for the MovieLens recommendation task.,false
supplement/Kiyani et al 2025 - Decision Theoretic Foundations for Conformal Prediction.pdf,table,6,Table 3: Utility matrix for the four-class chest X-ray task.,false
supplement/Lekeufack et al 2023 - Conformal Decision Theory.pdf,figure,1,Fig. 1: Robot planner using a conformal controller on the Stanford Drone Dataset [1]. The future trajectories of humans are predicted,false
supplement/Lekeufack et al 2023 - Conformal Decision Theory.pdf,figure,2,Fig. 3: Stanford Drone Dataset: Qualitative Results. Visualization of interaction over time (left to right). (Top) With,false
supplement/Lekeufack et al 2023 - Conformal Decision Theory.pdf,figure,3,Fig. 5: Manufacturing Assembly Line Robot: Quantitative Results. (Left) Illustrative example: Robot must adjust the,false
supplement/Lekeufack et al 2023 - Conformal Decision Theory.pdf,figure,4,Fig. 6: Stock Trading: Quantitative Results. All results predictive model is actually good. Buy-and-hold also has,false
supplement/Lin Delage Chan 2024 - Conformal Inverse Optimization.pdf,figure,1,Figure 1: Classic and conformal IO pipelines.,false
supplement/Lin Delage Chan 2024 - Conformal Inverse Optimization.pdf,figure,2,Figure 2: Illustration of Example 1. The gray areas are the feasible region X (u). The black arrows,false
supplement/Lin Delage Chan 2024 - Conformal Inverse Optimization.pdf,table,3,Table 1: Performance profile of classic and conformal IO in Example 1.,false
supplement/Lin Delage Chan 2024 - Conformal Inverse Optimization.pdf,figure,4,Figure 3: Empirical coverage achieved by the learned uncertainty set (error bar = range).,false
supplement/Lin Delage Chan 2024 - Conformal Inverse Optimization.pdf,figure,5,Figure 4: Performance profile of classic (blue) and conformal IO (green).,false
supplement/Lin Delage Chan 2024 - Conformal Inverse Optimization.pdf,table,6,Table 2: Average (std) computational time of classic and conformal IO in seconds.,false
supplement/Lin Delage Chan 2024 - Conformal Inverse Optimization.pdf,figure,7,Figure 5: Percentage reduction in AOG and POG when using the conformal IO vs classic IO.,false
supplement/Liu Levis Normand Han 2024 - Multi-Source Conformal Inference Under Distribution Shift.pdf,figure,1,Figure 1: Illustration of the proposed robust algorithm for multi-source conformal prediction. Each θb represented by a,false
supplement/Liu Levis Normand Han 2024 - Multi-Source Conformal Inference Under Distribution Shift.pdf,figure,2,"Figure 2: A: Marginal coverage, B: Prediction interval width, C: Conditional coverage, and D: Weights for our proposed",false
supplement/Liu Levis Normand Han 2024 - Multi-Source Conformal Inference Under Distribution Shift.pdf,figure,3,Figure 3 displays the prediction intervals for hospi- semiparametric efficiency theory and federated learning for,false
supplement/Liu Levis Normand Han 2024 - Multi-Source Conformal Inference Under Distribution Shift.pdf,figure,4,Figure 3: Each panel represents the prediction intervals for hospital LOS for a randomly selected individual following a,false
supplement/Liu Levis Normand Han 2024 - Multi-Source Conformal Inference Under Distribution Shift.pdf,figure,5,Figure 4: Boxplots of prediction interval widths,false
supplement/Liu Levis Normand Han 2024 - Multi-Source Conformal Inference Under Distribution Shift.pdf,table,6,"Table 1: nk = 300, homogeneous covariate distribution",false
supplement/Liu Levis Normand Han 2024 - Multi-Source Conformal Inference Under Distribution Shift.pdf,table,7,"Table 2: nk = 1000, homogeneous covariate distribution",false
supplement/Liu Levis Normand Han 2024 - Multi-Source Conformal Inference Under Distribution Shift.pdf,table,8,"Table 3: nk = 3000, homogeneous covariate distribution",false
supplement/Liu Levis Normand Han 2024 - Multi-Source Conformal Inference Under Distribution Shift.pdf,figure,9,"Figure 5: Boxplots of coverage probability, under homogeneous covariate distributions",false
supplement/Liu Levis Normand Han 2024 - Multi-Source Conformal Inference Under Distribution Shift.pdf,figure,10,"Figure 6: Boxplots of prediction interval width, under homogeneous covariate distributions",false
supplement/Liu Levis Normand Han 2024 - Multi-Source Conformal Inference Under Distribution Shift.pdf,table,11,"Table 4: nk = 300, weakly heterogeneous covariate distribution",false
