learner,learner_label,window,window_id,taxonomy_groups,role,candidate_rows,resolved_rows,unresolved_rows,resolved_y0_rows,resolved_y1_rows,coverage_resolved,coverage_resolved_y0,coverage_resolved_y1,average_set_size,singleton_share,set_empty_share,set_zero_only_share,set_one_only_share,set_both_share,mean_width
numeric_logistic_platt,Numeric logistic,W3,w03_2012m03_m08,5,primary_oot,376890,364814,12076,307842,56972,0.8918188446715313,0.9898974149076474,0.3618619672821737,1.2303059248056463,0.752214173896893,0.008739950648730399,0.751447371912229,0.0007668019846639603,0.2390458754543766,0.7500939205698408
numeric_logistic_platt,Numeric logistic,W4,w04_2012m04_m09,5,primary_oot,376890,364814,12076,307842,56972,0.8881567045124364,0.9879418662820538,0.3489784455522011,1.215381145692377,0.7635410862585901,0.010538884024516438,0.7627742842739261,0.0007668019846639603,0.2259200297168935,0.7496760765048107
numeric_logistic_platt,Numeric logistic,W5,w05_2012m05_m10,5,primary_oot,376890,364814,12076,307842,56972,0.8856924350490936,0.9885655628536717,0.3298286877764516,1.197439571227679,0.7826554166998329,0.009952506036243997,0.7818886147151689,0.0007668019846639603,0.20739207726392317,0.7491068029128565
numeric_logistic_platt,Numeric logistic,W6,w06_2012m06_m11,5,primary_oot,376890,364814,12076,307842,56972,0.8830445103532211,0.9893744193449887,0.30850242224250507,1.1796333147602749,0.8019209849027568,0.009222850168484172,0.8011462230358991,0.0007747618668577038,0.18885616492875906,0.7482864173070809
numeric_logistic_platt,Numeric logistic,W7,w07_2012m07_m12,5,primary_oot,376890,364814,12076,307842,56972,0.8774279495852682,0.9874805906926281,0.28277048374640174,1.1572235930908223,0.8207965188781873,0.010989944015495237,0.8200164504232004,0.0007800684549868662,0.1682135371063175,0.6012897474623677
numeric_logistic_platt,Numeric logistic,W8,w08_2012m08_2013m01,5,primary_oot,376890,364814,12076,307842,56972,0.8732340315886999,0.9857524314421034,0.26525310678930003,1.1419751121016741,0.8326647032290588,0.012680092334633448,0.8318766748918782,0.0007880283371806097,0.15465520443630767,0.6003912914346058
catboost_monotonic_platt,Monotonic CatBoost,W1,w01_2012m01_m06,5,primary_oot,376890,364814,12076,307842,56972,0.8827320223456336,0.9877209737462724,0.3154356526012778,1.1893921303298045,0.7881875348244846,0.011210167422855475,0.7881875348244846,0.0,0.20060229775265992,0.6914951840514478
catboost_monotonic_platt,Monotonic CatBoost,W2,w02_2012m02_m07,5,primary_oot,376890,364814,12076,307842,56972,0.8831020739335661,0.9871622455675314,0.3208242645510075,1.193279206134416,0.7832073018652658,0.011756746000159198,0.7832073018652658,0.0,0.20503595213457507,0.6916006026120983
catboost_monotonic_platt,Monotonic CatBoost,W3,w03_2012m03_m08,5,primary_oot,376890,364814,12076,307842,56972,0.8824798390412648,0.9864670837637489,0.32059608228603526,1.1915784446390194,0.7834222186844968,0.012499668338241928,0.7834222186844968,0.0,0.20407811297726128,0.6915922561307751
catboost_monotonic_platt,Monotonic CatBoost,W4,w04_2012m04_m09,5,primary_oot,376890,364814,12076,307842,56972,0.8797716096421738,0.9852131937812254,0.31002948816962717,1.1789646846560005,0.793759452360105,0.013637931491947253,0.793759452360105,0.0,0.1926026161479477,0.6912410503191332
catboost_monotonic_platt,Monotonic CatBoost,W5,w05_2012m05_m10,5,primary_oot,376890,364814,12076,307842,56972,0.8790972934152746,0.9853301368884038,0.3050796882679211,1.1740083313433627,0.7988909230810051,0.013550372787816074,0.7988909230810051,0.0,0.18755870413117887,0.6910680459750285
catboost_monotonic_platt,Monotonic CatBoost,W6,w06_2012m06_m11,5,primary_oot,376890,364814,12076,307842,56972,0.8782859210446967,0.9856647241117197,0.2980762479814646,1.169298734378731,0.8042054710923612,0.01324789726445382,0.8042054710923612,0.0,0.18254663164318502,0.6908680102244154
catboost_monotonic_platt,Monotonic CatBoost,W7,w07_2012m07_m12,5,primary_oot,376890,364814,12076,307842,56972,0.8750952540198567,0.9839398132808389,0.28696552692550725,1.1587094377669878,0.8114144710658282,0.01493804558359203,0.8114144710658282,0.0,0.17364748335057975,0.5231766606172179
catboost_monotonic_platt,Monotonic CatBoost,W8,w08_2012m08_2013m01,5,primary_oot,376890,364814,12076,307842,56972,0.8714934185639805,0.9833421040663717,0.267131222354841,1.1442728647616016,0.8245668497439571,0.015580142747220674,0.8245668497439571,0.0,0.1598530075088222,0.5225179171260476
woe_scorecard_platform_platt,Platform-signal WOE scorecard,W1,w01_2012m01_m06,5,primary_oot,376890,364814,12076,307842,56972,0.8905990449927909,0.990280728425621,0.35197991996068245,1.2427313009100798,0.7394810156809679,0.008893841704476107,0.7394810156809679,0.0,0.251625142614556,0.7634722046298438
woe_scorecard_platform_platt,Platform-signal WOE scorecard,W2,w02_2012m02_m07,5,primary_oot,376890,364814,12076,307842,56972,0.8917448343539448,0.9902190084523879,0.3596503545601348,1.2499031547666428,0.7321977234736926,0.008949560879832312,0.7321977234736926,0.0,0.2588527156464751,0.7636518998685645
woe_scorecard_platform_platt,Platform-signal WOE scorecard,W3,w03_2012m03_m08,5,primary_oot,376890,364814,12076,307842,56972,0.8896889921987643,0.9902222568720318,0.34646844063750615,1.2361139855130143,0.7459497466104168,0.00896813393828438,0.7459497466104168,0.0,0.2450821194512988,0.7633232062095543
woe_scorecard_platform_platt,Platform-signal WOE scorecard,W4,w04_2012m04_m09,5,primary_oot,376890,364814,12076,307842,56972,0.8873508143876058,0.9890853099966866,0.3376395422312715,1.2271617713391174,0.752821778237682,0.010008225211600202,0.752821778237682,0.0,0.23716999655071772,0.7631041679866254
woe_scorecard_platform_platt,Platform-signal WOE scorecard,W5,w05_2012m05_m10,5,primary_oot,376890,364814,12076,307842,56972,0.8840093856047191,0.9898616822915651,0.3120480235905357,1.203884422510547,0.7775849717424183,0.009265302873517471,0.7775849717424183,0.0,0.21314972538406432,0.7624245351753686
woe_scorecard_platform_platt,Platform-signal WOE scorecard,W6,w06_2012m06_m11,5,primary_oot,376890,364814,12076,307842,56972,0.8826634942737943,0.9900955685059218,0.30216597626904446,1.1969460585316671,0.7849690891241476,0.009042426172092654,0.7849690891241476,0.0,0.20598848470375972,0.762132796183944
woe_scorecard_platform_platt,Platform-signal WOE scorecard,W7,w07_2012m07_m12,5,primary_oot,376890,364814,12076,307842,56972,0.877389573865038,0.9883836513536165,0.2776451590254862,1.1756135742524343,0.8027886120618748,0.010798906842845393,0.8027886120618748,0.0,0.1864124810952798,0.5883231976907125
woe_scorecard_platform_platt,Platform-signal WOE scorecard,W8,w08_2012m08_2013m01,5,primary_oot,376890,364814,12076,307842,56972,0.871786718711453,0.9868374036031471,0.2501228673734466,1.1528456578842634,0.8225211600201651,0.012316591047785826,0.8225211600201651,0.0,0.16516224893204914,0.5872817125282166
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,W1,w01_2012m01_m06,5,primary_oot,376890,364814,12076,307842,56972,0.893030420981651,0.9921713086583377,0.3573334269465702,1.260386319615803,0.7251160816153255,0.007248799384435777,0.7251160816153255,0.0,0.2676351190002388,0.7687614857496187
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,W2,w02_2012m02_m07,5,primary_oot,376890,364814,12076,307842,56972,0.894516109579128,0.9927137947388596,0.3639156076669241,1.2681339382843801,0.7184563135132267,0.006704874101196636,0.7184563135132267,0.0,0.27483881238557667,0.7689175676640807
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,W3,w03_2012m03_m08,5,primary_oot,376890,364814,12076,307842,56972,0.8929893041385473,0.9913202227116508,0.3616688899810433,1.2640133726020855,0.7199395048953275,0.008023561251293481,0.7199395048953275,0.0,0.27203693385337896,0.7688680735419023
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,W4,w04_2012m04_m09,5,primary_oot,376890,364814,12076,307842,56972,0.8903413794426749,0.9892997056931803,0.3556308362002387,1.2550505452519303,0.7250285229111942,0.00996046591843774,0.7250285229111942,0.0,0.265011011170368,0.7686811849246695
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,W5,w05_2012m05_m10,5,primary_oot,376890,364814,12076,307842,56972,0.8877071603611704,0.9884486197464933,0.34336165133749913,1.2430841890206692,0.7354241290562233,0.010745840961553768,0.7354241290562233,0.0,0.2538300299822229,0.7683376158386922
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,W6,w06_2012m06_m11,5,primary_oot,376890,364814,12076,307842,56972,0.8870849254688691,0.9906445514257314,0.327511760162887,1.2321393510042717,0.7504868794608507,0.008686884767438775,0.7504868794608507,0.0,0.24082623577171058,0.767815110636014
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,W7,w07_2012m07_m12,5,primary_oot,376890,364814,12076,307842,56972,0.8815697862472384,0.990612067229293,0.2923716913571579,1.201223168563772,0.7813128499031547,0.008731990766536656,0.7813128499031547,0.0,0.2099551593303086,0.7664764786326581
woe_scorecard_borrower_platt,Pricing-excluded application WOE scorecard,W8,w08_2012m08_2013m01,5,primary_oot,376890,364814,12076,307842,56972,0.8745360649536477,0.9900565874701958,0.25033349715649794,1.164567911061583,0.816896176603253,0.009267956167582053,0.816896176603253,0.0,0.173835867229165,0.7646721510645134
